,date,price_(close),price_(high),price_(low),price_(open),circulating_marketcap,circulating_supply,supply_pct
384,2020-08-29,11472.987008594671,11587.944452717637,11423.447294431046,11539.764293702125,213198764451.40973,18480869.3555217,4.940205038606038e-05
383,2020-08-30,11714.428919911315,11723.579663611825,11465.001196835656,11475.793392843709,212126652658.41577,18481663.6306572,4.297823442289683e-05
382,2020-08-31,11656.274209349587,11789.409383296606,11573.054262730268,11714.08783878553,216561635881.45767,18482601.69784657,5.075664226539267e-05
381,2020-09-01,11937.101016280309,12067.321467735876,11530.792958656688,11659.169217511875,215482719248.4624,18483565.018544,5.212040562141418e-05
380,2020-09-02,11399.389661676889,11962.74110884974,11168.950052682616,11926.72979952814,220529639514.1168,18484466.60723141,4.8777856788140284e-05
379,2020-09-03,10160.905885683474,11474.45094323672,9962.66575302102,11400.051851441183,210674916111.8664,18485273.68393268,4.366242848230506e-05
378,2020-09-04,10472.97973515739,10636.57385557208,9895.715013334418,10173.170248281993,187981792447.5718,18486118.52801088,4.5703628339222035e-05
377,2020-09-05,10169.711661221743,10571.259022069022,9838.573158231426,10463.497245829509,193494778711.07623,18487000.73501901,4.772267400499075e-05
376,2020-09-06,10255.26237477805,10356.403055447054,10002.546163087278,10166.947193339072,188066960854.42923,18487938.92772397,5.074877847466297e-05
375,2020-09-07,10374.655282429936,10408.908632111928,9879.742218566947,10260.291510137264,189701207811.8192,18489033.40995291,5.91997968630853e-05
374,2020-09-08,10127.99959465826,10438.645742942314,9849.427122565345,10374.915623517953,191931626672.1896,18490002.87956517,5.2434845606130764e-05
373,2020-09-09,10222.136968622344,10348.547857506992,9984.021464044918,10123.060285733744,187329069853.80536,18490934.84483771,5.040373863707259e-05
372,2020-09-10,10341.458632285156,10492.86778518597,10239.12404402503,10271.35135265868,189091795578.57343,18491923.1912913,5.345032373327285e-05
371,2020-09-11,10393.989499699155,10410.485514006612,10202.066041362212,10345.91296772227,191315576855.1842,18492786.57079389,4.668954622299992e-05
370,2020-09-12,10443.55161000525,10482.491047073272,10272.932023789715,10394.216345314311,192309775146.36255,18493849.8267408,5.749571287383404e-05
369,2020-09-13,10331.928535849678,10582.360242188395,10216.56193606798,10442.832921509738,193225916545.7158,18494862.94622581,5.4781427041961095e-05
368,2020-09-14,10675.892813262217,10756.6617026136,10247.043194773198,10324.576086211771,191180628570.02176,18495957.45375134,5.917900168883605e-05
367,2020-09-15,10787.421910504658,10940.4091031368,10614.42583846726,10686.008674093586,197498816494.9625,18496933.43641386,5.2767350106730504e-05
366,2020-09-16,10957.54812434909,11099.50327496564,10664.492232495126,10783.971115023678,199514221327.3057,18497902.79099827,5.240623197022565e-05
365,2020-09-17,10942.424670856784,11048.57627335792,10747.13885215848,10951.901651775474,202676268515.1288,18499015.87985393,6.017378663081274e-05
364,2020-09-18,10934.911329372568,11042.209853309185,10817.494635505474,10941.253817784682,202506078468.4716,18500047.7894609,5.57818650286368e-05
363,2020-09-19,11081.847043074697,11181.814298329007,10894.878757686922,10933.588089459736,202308692192.99588,18500979.39942794,5.035716543222435e-05
362,2020-09-20,10921.35861283799,11088.638650241071,10746.952131291258,11079.216568089949,205046792112.41556,18501867.28623991,4.799134104205294e-05
361,2020-09-21,10416.406739108954,10993.470831782484,10293.305534047486,10921.84425032173,202107625806.32367,18502774.0272096,4.900807878782665e-05
360,2020-09-22,10531.059676421688,10577.613872433403,10356.578207548468,10424.361288392449,192800456206.81192,18503580.85239196,4.360563346739177e-05
359,2020-09-23,10236.562016692356,10543.698780700604,10134.14610148664,10531.601014587097,194941021863.62756,18504469.01802601,4.799966239699138e-05
358,2020-09-24,10739.08596486566,10799.381212839002,10192.875733547497,10228.611397473804,189537496899.4882,18505326.83901688,4.6357503694638424e-05
357,2020-09-25,10692.76616124372,10766.641037615957,10558.032527105055,10732.434181133558,198791610657.95508,18506383.97709754,5.712615020825318e-05
356,2020-09-26,10732.853957615032,10831.218919873956,10653.902033694543,10688.910121983388,197910806345.3281,18507322.1807855,5.069621861952811e-05
355,2020-09-27,10777.150812130438,10816.841092649376,10600.019890202684,10731.387320430282,198627407456.94244,18508272.83611267,5.136644393410883e-05
354,2020-09-28,10694.391198250867,10958.38907749137,10633.32590173381,10780.277897155753,199641864808.42264,18509079.86161843,4.360350168308713e-05
353,2020-09-29,10844.120564334173,10868.68627765984,10637.447951149374,10690.59832806656,198001479606.6288,18509961.86947975,4.765271250195546e-05
352,2020-09-30,10799.727779712226,10847.621696556049,10663.853159485068,10840.92892059562,200710423920.58688,18510937.62560924,5.271518852234536e-05
351,2020-10-01,10620.221733756223,10931.166300711666,10441.100101371494,10793.659833593329,199569289388.6261,18511713.40425909,4.19092033876467e-05
350,2020-10-02,10573.922845292678,10676.79344869509,10379.394943316403,10619.794433708634,196522977204.87668,18512564.32999917,4.5966881698111806e-05
349,2020-10-03,10547.090187390737,10607.919438728684,10499.357331942394,10569.16970657039,195784553494.5,18513508.75369264,5.101528219619844e-05
348,2020-10-04,10672.14776124758,10702.272229110671,10524.4369126837,10544.733276696965,195347070974.21744,18514496.75749842,5.336664264588009e-05
347,2020-10-05,10796.394639779475,10802.14211735676,10624.799841662229,10674.634446569284,197605876943.1912,18515372.50278712,4.730051808432556e-05
346,2020-10-06,10600.332191839325,10803.693843231598,10525.357933986146,10791.637082919617,199814859171.49896,18516185.7361704,4.3922064390411464e-05
345,2020-10-07,10666.551781390255,10685.334837572393,10549.06164519446,10599.343489886562,196344098096.3962,18517130.22818492,5.100899439969275e-05
344,2020-10-08,10931.050045798813,10957.401875436704,10535.100430527966,10669.436928853824,197618983242.05844,18518143.17862596,5.4703424804847245e-05
343,2020-10-09,11059.017748895169,11112.326893994894,10836.25110246024,10939.231886970269,202449340189.5277,18519031.21898093,4.79551511403109e-05
342,2020-10-10,11301.9796245037,11496.480685663177,11059.130709732284,11061.186101405568,204844592651.2357,18519925.45214696,4.8287254093004606e-05
341,2020-10-11,11372.930333797229,11449.38733900951,11260.548172510864,11303.75721196955,209481873696.9925,18520800.78770657,4.726452932390934e-05
340,2020-10-12,11537.90429148588,11733.032312418156,11175.364085469131,11372.49422499636,210815062568.10345,18521732.3984727,5.0300782175050074e-05
339,2020-10-13,11428.42499293522,11564.84332363538,11311.473543250566,11543.092789555256,213778056997.48932,18522770.33108465,5.603863556702393e-05
338,2020-10-14,11427.421744711804,11556.818672844009,11295.231102498266,11428.708374772865,211776288629.01367,18523701.9417572,5.0295428593916114e-05
337,2020-10-15,11512.300986992706,11626.029175068106,11256.14200824203,11425.501926916104,211739062877.157,18524646.10293375,5.097043666113521e-05
336,2020-10-16,11325.37157028678,11547.68796332494,11194.714381944976,11505.199790023262,213187512406.0887,18525615.20507991,5.231420566831346e-05
335,2020-10-17,11369.83301823898,11410.517550266908,11250.068845167005,11322.678070102818,209877091277.9475,18526596.67366122,5.2979000721320446e-05
334,2020-10-18,11510.049198155688,11521.723117373962,11350.20619360518,11366.058321443335,210627127973.33435,18527346.87266358,4.0493082219761334e-05
333,2020-10-19,11758.017769624355,11834.242514371532,11412.709391681004,11514.84838742224,213351575025.1197,18528128.39663393,4.218218483864611e-05
332,2020-10-20,11921.282792419986,12054.8279447752,11682.836706265964,11757.389355150312,217858176577.75565,18529028.76192072,4.859450817251698e-05
331,2020-10-21,12805.891789050133,13238.04635234647,11899.751059036442,11918.825716169607,220976880276.1381,18529841.69106696,4.387327348265302e-05
330,2020-10-22,12977.34543136124,13198.167452429849,12692.473930560842,12823.78283294479,237502948326.65845,18530698.42961891,4.623561098004991e-05
329,2020-10-23,12935.122548614849,13035.131773112533,12726.389287311173,12980.803618207,240697301990.3424,18531517.68961931,4.421096179996198e-05
328,2020-10-24,13119.109865163622,13176.945426988894,12881.899244499558,12940.4129818371,239916512767.74084,18532468.03752608,5.128278874333425e-05
327,2020-10-25,13036.16640421582,13359.19068496445,12880.617580060843,13121.149965530609,243054637578.6331,18533199.52471895,3.947057625519612e-05
326,2020-10-26,13065.37302830998,13247.491327717738,12771.21980478393,13030.512989912611,241434901854.94852,18533887.3696065,3.7114200741816816e-05
325,2020-10-27,13642.269298921812,13789.527466501651,13048.584543415644,13067.178734642985,242157545594.42712,18534506.99747227,3.3432158802693124e-05
324,2020-10-28,13277.455398541832,13856.74259711202,12892.131735571103,13639.827915640648,252876578240.0346,18535132.77592092,3.376288609846512e-05
323,2020-10-29,13457.647186795755,13647.45465486421,12954.581293506,13279.360324053654,246285629770.5695,18535808.73670133,3.646916310673376e-05
322,2020-10-30,13561.921123389511,13679.721293215584,13116.36199854559,13451.3425860963,249487678161.82205,18536503.32817914,3.747295236355974e-05
321,2020-10-31,13792.545983311991,14084.52841256087,13417.48316342666,13555.12408012268,251536884349.48572,18537210.35748663,3.814253934386613e-05
320,2020-11-01,13729.432316474864,13892.039310727829,13614.888433769302,13794.102519249353,256325850254.93155,18537992.26167981,4.218025140234616e-05
319,2020-11-02,13551.602757465544,13841.32400447162,13196.50442575347,13765.5317451913,253480979350.168,18538586.99027242,3.2081607555856095e-05
318,2020-11-03,14024.223844250597,14076.503600797609,13286.404334362063,13559.956158320296,251506260663.2414,18539463.15637201,4.7261751936700236e-05
317,2020-11-04,14150.50474456989,14264.853226407826,13520.97791503546,14013.417871662308,260095924039.5537,18540457.76570043,5.364822702946803e-05
316,2020-11-05,15604.46239984464,15769.223801648386,14098.58841055304,14138.48572521991,262214194796.29388,18541377.22301536,4.9591942472559936e-05
315,2020-11-06,15597.044548611746,15968.431900580395,15186.954808454197,15605.681623104809,289396559118.80096,18542334.37701143,5.162259440361083e-05
314,2020-11-07,14835.492064570411,15771.385398973389,14343.884230612406,15591.014464252226,288773720918.03564,18543247.36562476,4.923806219681026e-05
313,2020-11-08,15480.699950380256,15662.70909310968,14724.025802463915,14830.292777851357,275105104673.05914,18544110.23044246,4.653256253805971e-05
312,2020-11-09,15334.478548100204,15853.806008070174,14818.480197493163,15484.834223349488,287262786777.3535,18545267.13224516,6.238648219425436e-05
311,2020-11-10,15307.296910843444,15479.241172205182,15084.078680391858,15324.549169399994,284124441317.7257,18546186.42274969,4.957008696471199e-05
310,2020-11-11,15696.276644792792,15986.034145309994,15286.02186618103,15307.81077132515,284008795478.14624,18547105.94010214,4.957986140596837e-05
309,2020-11-12,16314.96910150092,16363.143814972496,15452.852465433569,15702.603711638618,291350378184.5533,18548106.51992827,5.394802991687264e-05
308,2020-11-13,16327.268311301585,16502.50792734379,15961.679613896988,16307.67758105151,301545722368.5821,18548975.74391676,4.6863219572257364e-05
307,2020-11-14,16071.501880622023,16332.88696063752,15686.542282496092,16327.521418763765,302835598677.7192,18549863.52340766,4.786137537493573e-05
306,2020-11-15,15946.200234084316,16168.396109523894,15764.54512860477,16072.506960763712,296299476442.3498,18550801.40868637,5.0560225282936244e-05
305,2020-11-16,16720.14495412508,16882.50422267683,15855.718966284216,15970.312727301538,293885870497.4474,18551801.71408016,5.392248947910794e-05
304,2020-11-17,17676.568067283857,17872.787562561767,16556.626291570377,16716.673895116564,308916411912.55084,18552783.28317396,5.290963696835682e-05
303,2020-11-18,17786.11943438156,19170.947090106496,17216.795071602926,17679.377226556368,328074935425.0832,18553839.96133331,5.695523648507894e-05
302,2020-11-19,17825.902819618786,18188.979255411698,17345.371022276733,17794.71387253854,330070073846.8256,18554696.61173768,4.617105710491565e-05
301,2020-11-20,18684.69658753344,18833.539246781445,17764.830613029306,17822.004821996332,331086858902.3381,18555746.91803014,5.660595343792707e-05
300,2020-11-21,18703.929118306954,18986.286408859785,18330.630282992937,18692.703824497858,346899892201.9064,18556803.41640053,5.693645074256182e-05
299,2020-11-22,18434.304930041744,18763.630674660824,17617.674294621746,18687.40742739208,346764704851.62805,18557891.16987866,5.86175029031466e-05
298,2020-11-23,18372.29556338157,18774.6071857948,18007.198031614673,18422.132673398388,341023384903.13947,18558810.13004431,4.9518566373585315e-05
297,2020-11-24,19168.063925287213,19448.4905268504,18033.78840723904,18387.49439830173,341032021349.15283,18559660.39175193,4.581445155493746e-05
296,2020-11-25,18713.381530059876,19504.240439485508,18470.52750621184,19173.916136414588,355872949674.7441,18560629.63810465,5.2223280613050704e-05
295,2020-11-26,17169.6983723484,18915.89453803582,16200.629003990203,18726.005605406885,347461986580.19147,18561567.57632353,5.053375004870908e-05
294,2020-11-27,17150.161470000054,17477.12527781719,16439.8992919808,17163.33637171118,318448414298.3173,18562524.2764543,5.154199001955462e-05
293,2020-11-28,17735.399577434462,17897.856753384847,16880.531762952436,17134.276871673545,318323658738.3863,18563487.10261678,5.186935505863133e-05
292,2020-11-29,18200.009909142016,18364.28146438468,17532.578130083177,17724.446310495565,329103462063.0601,18564424.83809379,5.0515049884181096e-05
291,2020-11-30,19704.012090494078,19874.626909776893,18199.02585742726,18199.24884958247,337675146886.34705,18565131.3193437,3.805564977477083e-05
290,2020-12-01,18784.537073311265,19917.963774849148,18070.403929581124,19680.645554240284,365102068215.8342,18566081.81967787,5.119814763610009e-05
289,2020-12-02,19222.1281061467,19348.065397394268,18336.31212357926,18784.546244542955,349058229375.5359,18566901.1040252,4.412801555475632e-05
288,2020-12-03,19440.184947706588,19619.061307448315,18879.22343800785,19219.187604244824,357018240045.70764,18567882.95952563,5.288203426778715e-05
287,2020-12-04,18657.346967566835,19546.268407625357,18574.358428439715,19436.836388870244,360998375564.52826,18568783.41169858,4.849514481075623e-05
286,2020-12-05,19158.831543991397,19188.7386084556,18506.55302730112,18662.60520522824,346526032940.41284,18569683.73067129,4.848561980330679e-05
285,2020-12-06,19376.099495355244,19434.40445914368,18867.72771814187,19157.202734112743,355883683395.4798,18570533.95103331,4.578539809019233e-05
284,2020-12-07,19176.89398080659,19436.415298426204,18900.55435263945,19393.13269871686,360148760197.4583,18571472.12185045,5.051932376387569e-05
283,2020-12-08,18313.233587312126,19301.039151427343,18183.805296656785,19177.662097106437,356295606434.0126,18572372.53402861,4.848361897491493e-05
282,2020-12-09,18548.17205079044,18644.02673586469,17642.78860693171,18309.37953843677,340253979570.7512,18573241.67537457,4.679753996805758e-05
281,2020-12-10,18254.412586683327,18559.99387115287,17902.10272892494,18547.84916038262,344519408002.161,18574054.54163207,4.376544879503008e-05
280,2020-12-11,18037.611443494254,18292.14747789028,17574.1428217727,18256.613804862016,339169497735.36786,18574917.32994869,4.6451264299030015e-05
279,2020-12-12,18815.684348943712,18959.67359507843,18017.97422415788,18053.110746791823,335427049525.61554,18575742.64963337,4.443194389613936e-05
278,2020-12-13,19163.827292556005,19420.946280854256,18720.658873507968,18793.976074144477,349067344304.13385,18576717.83908852,5.249800632700641e-05
277,2020-12-14,19270.45298307664,19347.65697476523,18986.7622156754,19165.401252720872,356081847030.9115,18577624.35626471,4.879856517403525e-05
276,2020-12-15,19436.29476694532,19568.346500045373,19045.67172449174,19271.01819818212,358162776220.3441,18578493.43705392,4.67810508244515e-05
275,2020-12-16,21358.62999783341,21571.46749269417,19289.5670890744,19430.10550084665,361229762503.95306,18579387.51402873,4.8124299090401834e-05
274,2020-12-17,22811.018280698045,23768.20410056513,21241.27135072913,21368.34118282017,396740139875.7134,18580194.21045494,4.3418892339719406e-05
273,2020-12-18,23138.057567786123,23280.18118029452,22344.15559214662,22809.50154058282,423989738649.1122,18581176.16960672,5.284977867603402e-05
272,2020-12-19,23850.645713444243,24203.76543855469,22774.510368427906,23158.799628669985,430363531595.2965,18582164.14909478,5.317098761903338e-05
271,2020-12-20,23475.541466191804,24302.3139605697,23094.862103942494,23868.723145468957,443638779998.41095,18583108.19293595,5.080376180077728e-05
270,2020-12-21,22723.095651267435,24109.175076277705,21890.920468645538,23477.771637740934,436272023302.1217,18583958.4872703,4.5756303279409494e-05
269,2020-12-22,23820.557824810665,23841.017990310767,22358.86967796016,22723.195682196776,422096232804.7969,18584852.83251969,4.812458282255072e-05
268,2020-12-23,23228.629319338437,24105.356650834583,22607.585810375465,23828.5845649176,443097198448.144,18585816.3034371,5.1841729718837826e-05
267,2020-12-24,23725.788082277857,23787.453708095323,22702.518977747503,23244.152476212304,431967463176.6168,18586604.43816644,4.2405171582160506e-05
266,2020-12-25,24706.341348007198,24780.06120275037,23416.205520299176,23736.2649354326,441283000765.1081,18587504.82519937,4.8442793083802727e-05
265,2020-12-26,26463.33316440837,26830.520467242743,24488.21162430434,24663.369442748903,458559902195.9824,18588361.38597746,4.608261227878607e-05
264,2020-12-27,26250.457794284157,28375.198388946563,25748.450880113927,26453.92823911228,491734820418.7102,18589287.10949586,4.980124386322338e-05
263,2020-12-28,27032.289152072077,27469.39613718437,26069.019129081957,26248.56456372085,487337947433.2435,18590287.52231023,5.3816631508274426e-05
262,2020-12-29,27360.005185391336,27387.310759827647,25832.269523828563,27036.83298396059,502825548153.24347,18591238.17894156,5.1137274245327546e-05
261,2020-12-30,28886.31585343912,28999.01084986896,27337.600921821664,27363.633892108497,508154613822.962,18592307.54456678,5.751987118496338e-05
260,2020-12-31,28961.16419054453,29304.876699359305,27852.68469458847,28893.616815180245,537234140923.7127,18593345.69790341,5.583778851225851e-05
259,2021-01-01,29402.17695126708,29674.366390326213,28692.320099548397,28963.116282426625,538289497369.83527,18594277.50667547,5.0115174923259787e-05
258,2021-01-02,32200.200908880128,33268.527789217624,29022.58458337593,29394.91467116185,546768487332.4948,18595221.8598485,5.0787301237642524e-05
257,2021-01-03,33061.90871061275,34810.54827515357,31984.603073367936,32209.643506688004,598995346113.6127,18596210.02365594,5.314073770601446e-05
256,2021-01-04,32013.65760816064,33686.591916434896,27902.210045861957,32979.561700222715,614901754357.2454,18597292.47187051,5.8208001156856426e-05
255,2021-01-05,34033.02844076571,34495.10912375504,29915.527057521707,31983.57285551763,595035371267.3988,18598274.35666765,5.2797190699838126e-05
254,2021-01-06,36845.42719009862,37016.96542349784,33349.6247594546,34009.2553763865,631814240453.3325,18599381.29579189,5.951837805029392e-05
253,2021-01-07,39485.03871628065,40408.575283556886,36245.35201063008,36889.96152631434,686344296251.1123,18600431.82960473,5.6482191323148356e-05
252,2021-01-08,40638.66321617064,41981.10081127507,36571.52861441993,39440.87186378005,734285381736.0778,18601357.41188406,4.9761332844733275e-05
251,2021-01-09,40258.28207770266,41423.12123076092,38776.8781064314,40665.4164684853,755050051094.5511,18602226.60940898,4.6727639584132064e-05
250,2021-01-10,38177.89364885765,41487.09334593,34846.87976218275,40230.00233615953,748165592486.0571,18603220.82924063,5.344628105707905e-05
249,2021-01-11,35435.65105196162,38287.64474516951,30240.903279396603,38174.9783634267,710960335048.0237,18604183.88012426,5.17679649383318e-05
248,2021-01-12,34033.1270330233,36653.97261969536,32423.51884811143,35539.95118374846,661312777175.4159,18605109.65009603,4.976138581169742e-05
247,2021-01-13,37380.05783087508,37824.37135927767,32318.42213879747,34054.34079860032,633119204803.796,18606060.18768043,5.109013611193092e-05
246,2021-01-14,39115.16169599422,40104.61391435957,36715.53450689046,37376.10256079023,695030771784.6184,18606979.61774834,4.9415623653459306e-05
245,2021-01-15,36751.11869775024,39704.011853659154,34337.06481006418,39264.38406210371,730850287738.7826,18607949.13025161,5.210477590589235e-05
244,2021-01-16,35999.69232802583,37959.66594788848,35363.48086178284,36887.14596468792,685742794914.0067,18608862.13030311,4.9065055214292386e-05
243,2021-01-17,35824.861295771465,36871.06287362045,33840.90953775523,36042.7245152033,671075529467.4072,18609693.72807235,4.4688265376624514e-05
242,2021-01-18,36635.73709163373,37466.46799614534,34775.51751954242,35818.13150525657,666739697112.2242,18610600.46334353,4.87238148263458e-05
241,2021-01-19,35910.4430569214,37882.32822752652,35871.59153632574,36622.22821103211,681625342517.1907,18611532.25413133,5.0067744435944306e-05
240,2021-01-20,35500.97573787246,36422.22014674581,33373.63574575409,35988.56448827313,670232365840.1569,18612413.97233714,4.7374831570801135e-05
239,2021-01-21,30834.975924568964,35625.537410751705,30026.183942576543,35510.02231232684,660996439691.5017,18613220.64168642,4.3340393700574964e-05
238,2021-01-22,32978.65509038433,33860.90885091234,28806.435591364145,30742.670575661392,572272234996.6815,18614102.49036468,4.737754391004323e-05
237,2021-01-23,32104.272426874544,33478.78297632891,31412.04053470105,33030.051667875174,614983044445.5562,18615077.89128962,5.240117945248812e-05
236,2021-01-24,32294.122501789545,33094.77449387819,30944.03194218786,32102.89325827806,597776563325.545,18615947.00076561,4.668846840516494e-05
235,2021-01-25,32263.031155651868,34884.553104120125,31918.14906134478,32289.292782378285,601292321066.8339,18616822.47824573,4.7028361226164606e-05
234,2021-01-26,32510.00576504141,32951.9578986932,30843.48400278403,32268.1329063851,601328269470.5337,18617829.52338242,5.409328782435274e-05
233,2021-01-27,30420.103620682847,32588.8109242429,29228.077016294683,32549.54483534636,606112189062.8495,18618717.49134755,4.769449435637618e-05
232,2021-01-28,33447.711282308104,33848.10559061405,29897.35056575016,30408.61838321421,565849325609.4185,18619624.36518813,4.8707642779310945e-05
231,2021-01-29,34258.70212830517,38649.201995974014,31919.111158641896,33421.49608737591,621771906515.1191,18620574.78070618,5.104375359077373e-05
230,2021-01-30,34307.31795218959,34925.96370583684,32841.315153169366,34323.63091258025,639163108329.9226,18621425.22069008,4.567205867256341e-05
229,2021-01-31,33127.64139957577,34395.63826408107,32201.929461105203,34309.18644903073,639099176151.9249,18622325.63226968,4.835352659271486e-05
228,2021-02-01,33539.10300280868,34730.23848060791,32328.565926988056,33114.70407720967,616801790762.7345,18623069.69406777,3.995536394230115e-05
227,2021-02-02,35504.720256366854,36016.711434936136,33441.485664362524,33562.486026037346,625077391868.0194,18624026.33426406,5.1368555882946865e-05
226,2021-02-03,37676.07494733297,37714.30785267338,35395.32092522931,35515.91693883929,661830445100.9274,18624964.33906514,5.036530684843221e-05
225,2021-02-04,36981.97460991207,38759.180809089776,36142.54330194246,37680.0223358224,701732939456.0735,18625964.90398985,5.3721709555976105e-05
224,2021-02-05,38318.49042400525,38354.523379446495,36604.9700533075,36991.60092678886,688793386651.9125,18627022.01708017,5.675480952360701e-05
223,2021-02-06,39227.83557383923,41013.733138513366,38243.41026387391,38334.99824099853,713688666010.9946,18628016.37966527,5.33827996869185e-05
222,2021-02-07,38863.06183946024,39740.60306951526,37378.83187968283,39299.783514131006,732263493464.609,18628991.78012657,5.236201436709109e-05
221,2021-02-08,46445.54808704057,46808.70409388256,37937.927492872834,38860.317345272575,724764663166.7177,18630004.65569988,5.437092813509459e-05
220,2021-02-09,46496.443817465246,48258.04340751888,45009.157440672505,46517.26979922801,866244139243.9003,18630899.09095778,4.80104688340699e-05
219,2021-02-10,44842.77562737279,47378.88895476039,43739.58849643517,46566.660838258045,867586448793.9548,18631793.46871202,4.8005077472268454e-05
218,2021-02-11,48099.28450629842,48695.54412412697,44027.08001380362,44914.84118311524,836853114319.7894,18632594.1642567,4.297468979697072e-05
217,2021-02-12,47407.35498048744,49103.43368260473,46229.77990378255,48200.10795870317,899512098762.1914,18633482.1057602,4.765528061612123e-05
216,2021-02-13,47219.18701380294,48209.62951196289,46247.295966620746,47464.16943834037,883805467718.3763,18634464.15348033,5.270339244978217e-05
215,2021-02-14,48647.20217256926,49734.2589747056,47073.67260688984,47185.99791473036,879483130615.9792,18635389.46149952,4.965573528536993e-05
214,2021-02-15,47928.934007870586,50144.79625888496,45769.31698884573,48704.77560247797,907923251626.9893,18636339.94532868,5.100423745485472e-05
213,2021-02-16,49262.75663491218,50816.58404786523,47041.84345820732,47959.48518403125,893689819092.4603,18637096.74736381,4.060894131319159e-05
212,2021-02-17,52158.95343834736,52645.25468470096,49028.99899777502,49240.30535542667,917916958023.3744,18637959.70392999,4.630316501974541e-05
211,2021-02-18,51584.6023151462,52555.91123415045,50875.83783521549,52158.80797770272,971812668845.1917,18638816.39409896,4.596480422636162e-05
210,2021-02-19,55951.07987755098,56406.54308159063,50723.66468314992,51612.25706380153,961962522985.4904,18639773.49593507,5.134992565380969e-05
209,2021-02-20,55898.15513417214,57601.15874404879,53907.77853399118,55912.07316412969,1043089205963.7136,18640687.03622938,4.901026798997954e-05
208,2021-02-21,57475.84229233257,58362.23507688589,55513.89606002859,56008.98693326294,1042840755391.9865,18641568.81762398,4.730412526576799e-05
207,2021-02-22,54129.45619613322,57570.45692885073,47379.95537423897,57461.68240579245,1071388563827.682,18642400.55953245,4.461759182428082e-05
206,2021-02-23,48909.54895640467,54217.56110180656,44872.13694862834,54123.85513985349,1009054670097.8431,18643195.12097388,4.2621197784864506e-05
205,2021-02-24,49734.20642179292,51429.75016111264,46994.83920562171,48909.5765541698,911718271022.4524,18644189.73647984,5.3350056119949585e-05
204,2021-02-25,47085.01708424623,52090.888439381975,46693.18330061428,49740.14408289818,927345377393.1578,18645165.56067478,5.23393190441368e-05
203,2021-02-26,46309.90958385055,48453.87809243276,44107.49684272232,46844.2308068232,873193208441.5833,18646035.23533314,4.6643439852056545e-05
202,2021-02-27,46168.27661083373,48373.38042657552,45041.180620994026,46317.629780383286,864090632634.075,18647017.73524021,5.269216188152903e-05
201,2021-02-28,45223.36032028808,46676.90124733011,43030.46695882663,46138.78405765358,860841190117.2823,18647836.96606983,4.393361132870588e-05
200,2021-03-01,49611.571197449375,49807.3089156827,45033.58924811317,45169.63073571734,842236569101.3889,18648649.97163947,4.3597848432552766e-05
199,2021-03-02,48500.72357412484,50256.036956829455,47067.573884759215,49628.98774648168,925109867054.0968,18649544.35507827,4.795968824344854e-05
198,2021-03-03,50379.503545548505,52660.92127891352,48158.77016897821,48373.687384470926,902024271370.0706,18650495.01793517,5.09751251185353e-05
197,2021-03-04,48372.152036112624,51803.20800633232,47512.61715278236,50448.91655580759,941197221796.3376,18651295.54871166,4.292276294659558e-05
196,2021-03-05,48774.48919682924,49473.31350254313,46283.111629144194,48462.608092356175,903763765522.3892,18652227.33717864,4.9958377665859643e-05
195,2021-03-06,48900.346470255696,49204.76105670533,47069.052606556,48861.3194135521,911127752838.12,18653177.80007195,5.095707210345246e-05
194,2021-03-07,50984.953490345855,51467.65874367719,48860.882056506336,48876.11070564404,911205831275.9736,18654090.94539517,4.8953874401957975e-05
193,2021-03-08,52402.09893015827,52416.48352745613,49308.80922487086,50963.93809004061,953892251043.3828,18655060.14596832,5.195646231093143e-05
192,2021-03-09,54919.74944598506,54935.81658467199,51829.9071724152,52320.476410652256,975744841055.368,18655935.6621065,4.693183143489321e-05
191,2021-03-10,55875.76147228973,57407.97951635046,53028.52227675336,54909.66751057469,1024306453847.8396,18656867.49815243,4.9948502332419764e-05
190,2021-03-11,57802.94451426763,58158.4735723091,54263.98349373809,56036.95517458527,1044902127022.782,18657692.9830515,4.424563229332712e-05
189,2021-03-12,57232.049447359816,58090.542793475695,54889.015282201246,57797.01020734524,1078483066537.7874,18658631.17009836,5.028419364139225e-05
188,2021-03-13,61174.1891272131,61794.78276047848,56084.608395596886,57207.76852135575,1067749879362.7014,18659525.42591872,4.7927193169039484e-05
187,2021-03-14,58980.62573399356,61703.623066143926,58967.29656459311,61263.28343998741,1141745957369.4324,18660507.25420886,5.261807402523466e-05
186,2021-03-15,55623.076377115976,60610.56287502122,54500.0341625242,59094.92248398787,1103586572753.2642,18661432.81173103,4.959980506225037e-05
185,2021-03-16,56916.05709501875,56946.78863536565,53256.44090820514,55728.69122532237,1038293932035.6172,18662364.64984522,4.993389969532025e-05
184,2021-03-17,58908.92465699068,58979.53148568245,54121.483111788766,56907.89306396719,1062292686430.6348,18663215.14507439,4.557274735161876e-05
183,2021-03-18,57642.073169206975,60128.46871159807,57007.98296100774,58932.8385666469,1099677055985.615,18664165.65397763,5.092953683760726e-05
182,2021-03-19,58045.14273401708,59465.89814897066,56259.6584356277,57640.17257968182,1075920500997.67,18665091.29468453,4.959453982888995e-05
181,2021-03-20,58106.77070556337,59924.228865088,57828.73397075432,58113.90286988232,1083286549345.8256,18666054.34846907,5.1596521513763705e-05
